,Tweet,Treatment
370,b'Cant super markets prioritise people who seriously cannot  get to the shops for fear of cross infection in serious cases. Seriously l cant order a delivery spot they are all continuously blocked.l have stage 4 breast cancer and shingles and my carer could infect me.',femara
371,I have start off other years better. I just found out my breast cancer has returned. The fight begins and I will win! Fuck Cancer!,stearate
372,@AlexWassabi wondering when pink hats up 4 sale I start my chemo tomorrow & going to loose my hair so I wear hats 2nd time w/breast cancer ,stearate
373,@AlexWassabi wondering when pink hats up 4 sale I start my chemo tomorrow & going to loose my hair so I wear hats 2nd time w/breast cancer ,chemotherapy
374,"Yeah Maggs, so in your eyes I guess I deserve being diagnosed with breast cancer because I support Trump? Still haven't responded to that",halaven
375,"I got sick, had breast cancer, surgery, chemo and radiation, covered by the taxes we pay. I'm healthy, glad I'm not in U.S. !!",chemotherapy
376,Obamacare sucks for all of us. Had breast cancer in 2009 And paid less that year including chemo then last year when I broke my wrist w/Surgery with a copay of &5000 to start with,chemotherapy
377,Obamacare sucks for all of us. Had breast cancer in 2009 And paid less that year including chemo then last year when I broke my wrist w/Surgery with a copay of &5000 to start with,stearate
378,"Maple leafs/Panthers game last night!! Nearly brought me to tears during this moment as I am battling breast cancer and sat in Section128 with a bald chemo head, having the best time I've had in a long time(there was a gorgeous bald guy there too)...Lucy #HockeyFightsCancerpic.twitter.com/qv8mMvxKAz",chemotherapy
379,"I take Ibrance to fight stage IV breast cancer. It's $13,000 for 21 pills. I will take this for the rest of my life or until it stops working. Cancer medication is ridiculously expensive. Chemo is between $3k-10k a month too. And when you're stage IV, you never stop taking them.",ibrance
380,"I take Ibrance to fight stage IV breast cancer. It's $13,000 for 21 pills. I will take this for the rest of my life or until it stops working. Cancer medication is ridiculously expensive. Chemo is between $3k-10k a month too. And when you're stage IV, you never stop taking them.",chemotherapy
381,I am so happy about this I had breast cancer a mastectomy and chemotherapy and if all that can be stopped by this blood test it means women men and children will not have to suffer these awful treatments,chemotherapy
382,I am so happy about this I had breast cancer a mastectomy and chemotherapy and if all that can be stopped by this blood test it means women men and children will not have to suffer these awful treatments,chemotherapy
383,"I have secondary breast cancer controlled by palliative chemo as and when needed Tony, get my next results on the 20th of April since my last scan this month, if its not grown i get another 3 months off till the next scan, so fingers crossed, or thats summer fu*ked!!!!",chemotherapy
384,"Speaker cites 316 cancer cases in area. ""majority of female teachers on Robbins Lane School died of breast cancer.""",aredia
385,"b'@daleta2016 @jeannin36571196 @aftabgujral i had breast cancer at 51 which had spread to lymph nodes - had everything including chemo, radiotherapy and a years worth of herceptin - administered like chemo but over a year. still alive and kicking at 63. given the advances i'm sure you'll be fine. wishing you all the best.'",chemotherapy
386,"b'@daleta2016 @jeannin36571196 @aftabgujral i had breast cancer at 51 which had spread to lymph nodes - had everything including chemo, radiotherapy and a years worth of herceptin - administered like chemo but over a year. still alive and kicking at 63. given the advances i'm sure you'll be fine. wishing you all the best.'",chemotherapy
387,"b'@daleta2016 @jeannin36571196 @aftabgujral i had breast cancer at 51 which had spread to lymph nodes - had everything including chemo, radiotherapy and a years worth of herceptin - administered like chemo but over a year. still alive and kicking at 63. given the advances i'm sure you'll be fine. wishing you all the best.'",herceptin
388,"b'@daleta2016 @jeannin36571196 @aftabgujral i had breast cancer at 51 which had spread to lymph nodes - had everything including chemo, radiotherapy and a years worth of herceptin - administered like chemo but over a year. still alive and kicking at 63. given the advances i'm sure you'll be fine. wishing you all the best.'",chemotherapy
389,"b'@dykeyc @abcdiagnosis @uk_oncologist @nicecomms @breastcancernow @2ndary1st @secondhopeorg @make2ndscount @robclarkelab @drracheleyre @ismenasg it's a lot of work, and that's what needs fighting. i have to drive over 2.5 hours there, 2.5 hours back to get herceptin as part of a clinical trial, and i have to have it weekly , not 3 weekly and jump through a lot of hoops and have many tests....'",herceptin
390,"b'@nelsbuilds just wanted to say how grateful i am to read this today. i have been battling secondary breast cancer for 6yrs now and got some bad news earlier this week, to start thinking &amp; preparing for the end \xf0\x9f\x98\x94 i've got a 7yo daughter \xf0\x9f\x98\xa5'",stearate
391,"b'my mom. 7 years ago diagnosed as breast cancer stage 2. cuti 2 tahun for fight the cancer. alhamdulillah, she still survive till now \xf0\x9f\x92\x97the most challenges treatment is herceptin dose, not chemo. sayu hati bila tengok mak sedih sebab day by day rambut dia gugur \xf0\x9f\x92\x94'",herceptin
392,"b'my mom. 7 years ago diagnosed as breast cancer stage 2. cuti 2 tahun for fight the cancer. alhamdulillah, she still survive till now \xf0\x9f\x92\x97the most challenges treatment is herceptin dose, not chemo. sayu hati bila tengok mak sedih sebab day by day rambut dia gugur \xf0\x9f\x92\x94'",chemotherapy
393,"b'@snowangelmrsp @bjsteffen53 me too. hot flashes galore. been cooking from the inside out. breast cancer sucks. mine is her2+. ive been on herceptin which is our ""silver bullet"". how are you doing?'",herceptin
394,"b""metastatic breast cancer has spread to my mil's liver. she was very ill when we saw her at christmas, so we haven't been expecting any good news, but it's still hard. it's so heartbreaking. going to try and pull together another visit in a couple of weeks.""",halaven
395,b'@seppala_e @palmerreport roger stone is a traitor he should go to jail for the rest of his life a breast cancer survivor went to jail for 14 days for stealing food this justice system is fucked up it's sucks',tricor
396,b'one of trio's scientific committee members sharing her perspectives. #breastcancer #clincaltrials #ucla #cancerresearch',tricor
397,b'@taylorswift13 i'm so very sorry to hear about your mother my daughter and son are going through same thing. i'm 62 i have stage iv mestastic breast cancer. dx in 2017. it's been a really hard road i had to retire and go on ssdi. can't afford co pay and deductibles it sucks. i'm on ibrance',ibrance
398,"b'so i haven't talked about this on social media, but my aunt was recently diagnosed with breast cancer and it's been really tough. her surgery is tomorrow and it's super long so if anyone cares to keep her in your thoughts/prayers, that would be greatly appreciated \xe2\x9d\xa4\xef\xb8\x8f'",halaven
399,"b""@stillrealdd @sassycanadianck lady i worked with said some dental work she had done cost more out of pocket than her breast cancer treatment, even with double mastectomy, chemo, reconstructive surgery, etc...  something doesn't seem right about that.""",chemotherapy
400,"b'thank you @breastcancernow currently selling my magazine to fund after care, would be happy to give 15% of the sale to this research &amp; #olaparib. diagnosed 28/02/17 #breastcancer triple neg, grade 3, brca2 + had chemo, the usual bits removed, discharged in may 2019, no aftercare.'",chemotherapy
401,b'@meladoodle i live in the states. i had breast cancer and i missed 2 rounds of chemo because my insurance was cut off. one of my meds alone cost $2000 per infusion.  i had 1 every 3 weeks for 1 year.',chemotherapy
402,"b""congratulations to @drexelmedicine's dr. mauricio reginato, who is co-leader of the skcc breast cancer program! @labreginato @nciprevention #cancerresearch #breastcancer #bcsm""",lederle
403,b'as a working mom who is also being treated for breast cancer i choose hope over fear every day when i get out of bed.  that's why i am ready for  #presidentelizabethwarren and i will #standwithwarren for as long as she needs.  @ewarren @teamwarren #persist',femara
404,"b'proud of our own andrew wardley who shared his journey on #worldcancerday &amp; believes the #breastcancer pledge will have a direct impact on ongoing research, new studies &amp; clinical trials. and, in ensuring everyone across gm ""has access to the treatments of tomorrow today.\xe2\x80\x9d'",chemotherapy
405,b'@gelertclaire @breastcancernow thanks bestie. you acknowledging kadcyla 70 was perfect timing for me anyway and a heart felt surprise \xf0\x9f\x92\x93 i've worked out that no.100 in total will be sept/oct 2020 so it was nice to acknowledge kadcyla 70 \xf0\x9f\x98\x89',kadcyla
406,b'@gelertclaire @breastcancernow thanks bestie. you acknowledging kadcyla 70 was perfect timing for me anyway and a heart felt surprise \xf0\x9f\x92\x93 i've worked out that no.100 in total will be sept/oct 2020 so it was nice to acknowledge kadcyla 70 \xf0\x9f\x98\x89',kadcyla
407,"master slave or dmx , alyssa milano topless , fear of breast cancer recurrence. i will give a link for a free vip!",femara
408,"b'yes, thanks dr nana for highlighting. also, found where some of the current state of genomics in the #breastcancer space are even worse. but, seeing a new article on ""blood testing"" each week simply misleads.'",stearate
409,"b'@mattdfreund i mean it does, but also, the two biggest drugs genentech spends money on are rituxan and herceptin. $85m in spending on doctors alone for those two\n\nbut we also know they work really well - herceptin is practically a miracle drug for breast cancer.'",herceptin
